environment_class,elevation_band,cell_id,draw_index,excess_delay_samples,absolute_doppler_hz,relative_power_db
Urban,LOW,Urban__LOW,44,1.86378670247,42.7335961519,-18.5786496511
Urban,LOW,Urban__LOW,45,3.97208815627,91.7947870119,-14.2111165621
Urban,LOW,Urban__LOW,46,2.17421905136,58.0104958807,-16.4050378871
Urban,LOW,Urban__LOW,47,1.61665486891,46.7785883992,-4.52445321078
Urban,LOW,Urban__LOW,48,2.64497762747,6.16548322265,-0.26198891832
Urban,LOW,Urban__LOW,49,1.34268373769,48.4318436223,-4.20272099606
Urban,LOW,Urban__LOW,50,1.4869392053,37.0394637026,-12.293603392
Urban,LOW,Urban__LOW,51,2.43283913016,53.5950245966,-10.5181162458
Urban,LOW,Urban__LOW,52,1.43501149465,48.2413254847,-5.52148343009
Urban,LOW,Urban__LOW,53,1.45991554559,42.0220893252,-2.59398553858
Urban,LOW,Urban__LOW,54,1.44275496115,48.0339668914,-1.34212072115
Urban,LOW,Urban__LOW,55,1.85227807545,47.9517730201,-3.50465547327
Urban,LOW,Urban__LOW,56,1.71343755524,51.3275192899,-4.343896654
Urban,LOW,Urban__LOW,57,1.56395690442,45.9729582834,-5.40687824107
Urban,LOW,Urban__LOW,58,1.59911880514,49.745755488,-4.01325250857
Urban,LOW,Urban__LOW,59,4.37978594975,73.9956240001,-14.4640342239
Urban,LOW,Urban__LOW,60,1.28130796341,41.4246265998,-2.11182552962
Urban,LOW,Urban__LOW,61,1.86269119973,19.6364031679,-3.53173060238
Urban,LOW,Urban__LOW,62,1.69246084768,43.0420845182,-2.10940562201
Urban,LOW,Urban__LOW,63,1.37663153662,47.2666042773,-4.07089390099
Urban,LOW,Urban__LOW,64,1.19353483515,51.9007577868,-6.3100693094
Urban,LOW,Urban__LOW,65,1.16316061375,46.900067247,-4.14728268952
Urban,LOW,Urban__LOW,66,3.89432495073,49.6405974403,-16.837471415
Urban,LOW,Urban__LOW,67,1.65964991137,43.3344468572,-0.790257312284
Urban,LOW,Urban__LOW,68,1.04526875382,31.2133934439,-10.3523059218
Urban,LOW,Urban__LOW,69,1.34877843908,50.7248945091,-3.36949561717
Urban,LOW,Urban__LOW,70,2.31583377888,42.5226648328,-3.12536231555
Urban,LOW,Urban__LOW,71,2.5121580045,39.5898595327,-11.309746116
Urban,LOW,Urban__LOW,72,1.89968618625,27.5986167892,-15.167139702
Urban,LOW,Urban__LOW,73,0.915516499257,45.69882545,-1.75686816577
Urban,LOW,Urban__LOW,74,1.09161397965,12.6078990121,-0.944473654241
Urban,LOW,Urban__LOW,75,3.45738637825,32.0854887083,-14.4819689914
Urban,LOW,Urban__LOW,76,2.55725869752,90.8056431346,-12.1496333068
Urban,LOW,Urban__LOW,77,1.17981153818,47.0087231013,-3.06490401044
Urban,LOW,Urban__LOW,78,1.32090313456,52.4584771916,-3.24419549916
Urban,LOW,Urban__LOW,79,1.33191332094,51.2660697677,-6.21899476392
Urban,LOW,Urban__LOW,80,1.12111714001,46.4474184425,-3.07377085104
Urban,LOW,Urban__LOW,81,2.81606891659,65.871137964,-18.2145887349
Urban,LOW,Urban__LOW,82,1.31992552816,50.3558713604,-4.5528662685
Urban,LOW,Urban__LOW,83,1.05836797485,44.463931657,-1.48549702483
Urban,LOW,Urban__LOW,84,1.46540113668,46.2929047733,-3.88237655314
Urban,LOW,Urban__LOW,85,1.6123473546,47.8646907935,-3.9937824576
Urban,LOW,Urban__LOW,86,1.25144462789,46.4690827,-3.00618530526
Urban,LOW,Urban__LOW,87,1.34366872045,46.6528699707,-4.73156590318
Urban,LOW,Urban__LOW,88,1.68788961405,16.145202169,-11.5983272048
Urban,LOW,Urban__LOW,89,1.63083697104,57.387101453,-8.90443823591
Urban,LOW,Urban__LOW,90,2.21859372734,46.6159331101,-6.2312051024
Urban,LOW,Urban__LOW,91,1.79518290345,55.7078156042,-12.8807201231
Urban,LOW,Urban__LOW,92,1.29524874803,46.2559346601,-4.43134543306
Urban,LOW,Urban__LOW,93,1.19804539926,44.2740362956,-2.59128047955
Urban,LOW,Urban__LOW,94,1.40543606113,43.9953105109,-3.19994191637
Urban,LOW,Urban__LOW,95,1.84479940594,43.5115973804,-3.24946168179
Urban,LOW,Urban__LOW,96,1.75815788382,51.2726534468,-6.76584630709
Urban,LOW,Urban__LOW,97,1.61693224129,43.9140294937,-3.80153563291
Urban,LOW,Urban__LOW,98,2.88615367568,100.980311572,-11.972605717
Urban,LOW,Urban__LOW,99,1.30837874825,50.6099508804,-6.82776129228
Urban,LOW,Urban__LOW,100,1.60931887019,56.0293299232,-2.62180654082
Urban,LOW,Urban__LOW,101,1.51306328781,48.5052644215,-4.19653963023
Urban,LOW,Urban__LOW,102,1.84963658952,51.9958512664,-14.763397291
Urban,LOW,Urban__LOW,103,1.41501786027,39.5522366473,-1.14901900929
Urban,LOW,Urban__LOW,104,1.31520736582,48.3049509195,-3.26037156434
Urban,LOW,Urban__LOW,105,1.80488170423,102.946554354,-11.4401245607
Urban,LOW,Urban__LOW,106,1.15727782525,45.232424992,-4.54101338467
Urban,LOW,Urban__LOW,107,1.67625653282,45.5917859167,-3.37987058534
Urban,LOW,Urban__LOW,108,1.35368865395,45.7423879629,-1.59449279984
Urban,LOW,Urban__LOW,109,2.17641977466,25.5582577193,-4.4159918604
Urban,LOW,Urban__LOW,110,2.45273385989,53.5321251907,-17.1691053067
Urban,LOW,Urban__LOW,111,1.16452487991,46.608447035,-0.718799087735
Urban,LOW,Urban__LOW,112,1.33670437065,43.9477067156,-3.09544024521
Urban,LOW,Urban__LOW,113,1.71450479016,9.54614852955,1.09876284436
Urban,LOW,Urban__LOW,114,1.28709297796,50.3944204859,-6.0293956285
Urban,LOW,Urban__LOW,115,1.49373249036,47.7668562225,-11.4586239752
Urban,LOW,Urban__LOW,116,4.81452587209,104.571326698,-15.4621520905
Urban,LOW,Urban__LOW,117,1.35970060739,19.9179234959,-1.88443445729
Urban,LOW,Urban__LOW,118,1.94271320919,37.7399678897,-0.181945363859
Urban,LOW,Urban__LOW,119,1.35937075607,42.0154812536,-0.853431519737
Urban,LOW,Urban__LOW,120,3.46911612485,39.0848808046,-12.5953775641
Urban,LOW,Urban__LOW,121,1.41683019228,51.7883193892,-8.13547952208
Urban,LOW,Urban__LOW,122,1.48055253803,45.1487648399,-3.04921618251
Urban,LOW,Urban__LOW,123,1.55747428459,41.1041381653,-1.99931757663
Urban,LOW,Urban__LOW,124,1.26858519535,44.3458942662,-3.65176425525
Urban,LOW,Urban__LOW,125,0.922032528716,46.0887665043,-3.3934023333
Urban,LOW,Urban__LOW,126,1.62613842639,44.1407371533,-3.63024254545
Urban,LOW,Urban__LOW,127,1.83801999852,43.3216769702,-2.3130386051
Urban,LOW,Urban__LOW,128,1.39073092412,46.792932937,-3.16639997603
Urban,LOW,Urban__LOW,129,1.63216585789,48.7765133467,-3.06826921364
Urban,LOW,Urban__LOW,130,1.24952189658,48.5732742918,-0.585971715449
Urban,LOW,Urban__LOW,131,1.95167439515,44.2127581658,-2.79669729685
Urban,LOW,Urban__LOW,132,1.2691987214,51.6604213659,-5.54574841434
Urban,LOW,Urban__LOW,133,1.48035741928,43.0398707274,-4.32331037853
Urban,LOW,Urban__LOW,134,2.59511521114,74.4155408573,-12.4904377342
Urban,LOW,Urban__LOW,135,1.46337695923,42.6954285035,-2.62313665827
Urban,LOW,Urban__LOW,136,1.06957346659,42.8028498517,0.119133584194
Urban,LOW,Urban__LOW,137,1.20934315256,48.9773954837,-3.43141740977
Urban,LOW,Urban__LOW,138,1.75443053189,52.6513169649,-6.6066167756
Urban,LOW,Urban__LOW,139,2.58785048358,101.497721017,-13.775724022
Urban,LOW,Urban__LOW,140,1.81136067049,47.5282446161,-2.7498387064
Urban,LOW,Urban__LOW,141,1.12050749293,121.988514594,-2.65230360379
Urban,LOW,Urban__LOW,142,2.14352336495,25.5344167305,-15.0456469275
Urban,LOW,Urban__LOW,143,3.08322652006,79.8418042662,-15.3077538114
Urban,LOW,Urban__LOW,144,1.13069649042,53.848859133,-5.67063318399
Urban,LOW,Urban__LOW,145,3.59140211349,54.2503585597,-17.8856387507
Urban,LOW,Urban__LOW,146,1.15637666411,46.234992116,-5.85865695612
Urban,LOW,Urban__LOW,147,1.83362610474,29.2867469818,-2.38121144976
Urban,LOW,Urban__LOW,148,1.06021358835,47.1462838758,-2.26018129118
Urban,LOW,Urban__LOW,149,3.23046404492,102.589171686,-16.6577533335
Urban,LOW,Urban__LOW,150,1.99649003322,44.3400106342,-2.55569092645
Urban,LOW,Urban__LOW,151,1.43767291849,17.2909258097,-10.6834990556
Urban,LOW,Urban__LOW,152,1.82142812746,46.5871787036,-4.38760292642
Urban,LOW,Urban__LOW,153,1.24688286576,47.1236059553,-4.71096870758
Urban,LOW,Urban__LOW,154,1.63114927499,44.9468226757,-3.67530019658
Urban,LOW,Urban__LOW,155,1.43612204884,44.7315848581,-1.91918161297
Urban,LOW,Urban__LOW,156,1.57498708162,42.5527758087,-0.14747296751
Urban,LOW,Urban__LOW,157,1.71660132972,49.0667985435,-4.74553001678
Urban,LOW,Urban__LOW,158,0.960914187466,43.6149188009,-4.26243130442
Urban,LOW,Urban__LOW,159,1.25829938705,53.8868231669,-3.44168513068
Urban,LOW,Urban__LOW,160,3.16889788388,34.0544776195,-11.9651360214
Urban,LOW,Urban__LOW,161,1.36086801497,46.5834900109,-4.38343276239
Urban,LOW,Urban__LOW,162,1.359657744,56.3481686889,-5.34062387697
Urban,LOW,Urban__LOW,163,1.90339224663,47.6158680866,-3.60591708931
Urban,LOW,Urban__LOW,164,1.35470124059,47.6433423454,-1.76959169336
Urban,LOW,Urban__LOW,165,2.1264488472,72.0823380275,-15.4166080784
Urban,LOW,Urban__LOW,166,3.62504552908,83.5868798785,-14.368684935
Urban,LOW,Urban__LOW,167,1.44548371002,40.2056992449,-1.01880714143
Urban,LOW,Urban__LOW,168,2.88756689279,101.773225366,-13.2899523168
Urban,LOW,Urban__LOW,169,1.53235488262,85.8910796889,-12.6973811942
Urban,LOW,Urban__LOW,170,3.13929963839,71.6385703889,-12.0079242073
Urban,LOW,Urban__LOW,171,2.42715429437,58.5485649103,-15.0067766001
Urban,LOW,Urban__LOW,172,2.7071574835,94.7947783388,-14.3126182759
Urban,LOW,Urban__LOW,173,1.42200337534,51.7642683607,-3.89597837661
Urban,LOW,Urban__LOW,174,1.3770422353,48.1591931997,-2.31426192949
Urban,LOW,Urban__LOW,175,1.45185954333,51.8939062004,-6.36852630852
Urban,LOW,Urban__LOW,176,1.9354957233,83.2427540986,-13.6761990836
Urban,LOW,Urban__LOW,177,1.29923284038,49.5990286914,-4.16599934619
Urban,LOW,Urban__LOW,178,1.56373110975,49.95172087,-7.95950070849
Urban,LOW,Urban__LOW,179,2.44120613378,55.2041565725,-14.6535458041
Urban,LOW,Urban__LOW,180,2.3173115126,52.1853851677,-16.3182062758
Urban,LOW,Urban__LOW,181,4.26873446321,90.5067693061,-15.0114303026
Urban,LOW,Urban__LOW,182,3.71336937826,95.4726956947,-17.9994971491
Urban,LOW,Urban__LOW,183,1.70404837978,46.0144967026,-3.02578037858
Urban,LOW,Urban__LOW,184,1.65130074929,51.0505641951,-6.95488757016
Urban,LOW,Urban__LOW,185,3.42795223725,70.8602221516,-12.3197555484
Urban,LOW,Urban__LOW,186,1.22969526414,47.3377337888,-2.72699435336
Urban,LOW,Urban__LOW,187,1.20243002034,46.9758374608,-2.77097446791
Urban,LOW,Urban__LOW,188,2.71155451264,8.98059434646,-1.74669526107
Urban,LOW,Urban__LOW,189,1.08883898378,42.8574338801,-4.40046237186
Urban,LOW,Urban__LOW,190,1.80078175938,37.321193936,-12.6666811785
Urban,LOW,Urban__LOW,191,1.50371879756,49.4264822071,-3.29656783903
Urban,LOW,Urban__LOW,192,2.41592863032,45.0199680245,-13.3232823595
Urban,LOW,Urban__LOW,193,1.81035551281,39.9913223433,-0.560545863495
Urban,LOW,Urban__LOW,194,1.21411884283,49.5796224909,-4.42778548517
Urban,LOW,Urban__LOW,195,1.18805372418,48.5843707857,-4.6687695618
Urban,LOW,Urban__LOW,196,1.44131549529,57.7494075265,-5.75710358791
Urban,LOW,Urban__LOW,197,2.57323828868,106.856921486,-11.1655722489
Urban,LOW,Urban__LOW,198,1.14131244746,51.8886858822,-3.45526125902
Urban,LOW,Urban__LOW,199,1.5425504087,38.0308973805,-0.920515565673
Urban,LOW,Urban__LOW,200,1.46526086248,55.4616908672,-7.98882285192
Urban,LOW,Urban__LOW,201,1.5513924501,45.5968472432,-2.6411102011
Urban,LOW,Urban__LOW,202,2.51092267498,59.3796632419,-16.1261151008
Urban,LOW,Urban__LOW,203,4.12503884956,54.8025685661,-13.1486291301
Urban,LOW,Urban__LOW,204,1.36888715024,50.5379890717,-5.28722566979
Urban,LOW,Urban__LOW,205,1.44497252519,45.0981877902,-1.75838342965
Urban,LOW,Urban__LOW,206,1.19038416835,44.109065624,-2.06896073918
Urban,LOW,Urban__LOW,207,1.86253865304,45.787762664,-2.46251324516
Urban,LOW,Urban__LOW,208,1.75330982777,43.4261711077,-14.8051670138
Urban,LOW,Urban__LOW,209,2.19148549585,67.414658311,-13.8772304863
Urban,LOW,Urban__LOW,210,1.69929030386,51.4602491601,-2.40173493582
Urban,LOW,Urban__LOW,211,1.75157172158,44.8976476738,-13.0280172162
Urban,LOW,Urban__LOW,212,3.38638147915,81.430987708,-12.9107863973
Urban,LOW,Urban__LOW,213,3.01317010759,51.4987266445,-15.8467622195
Urban,LOW,Urban__LOW,214,3.0448896941,53.9637432943,-15.0074122407
Urban,LOW,Urban__LOW,215,1.51422076366,28.3771973315,-12.3499418932
Urban,LOW,Urban__LOW,216,1.09803069822,42.7880212589,-1.97064485243
Urban,LOW,Urban__LOW,217,1.18948837448,41.7057761885,-1.77429036003
Urban,LOW,Urban__LOW,218,1.92111353696,10.7059730071,-0.610317399715
Urban,LOW,Urban__LOW,219,1.72450242297,47.4369855218,-5.29293242206
Urban,LOW,Urban__LOW,220,2.1547187742,62.6349658325,-2.71378331822
Urban,LOW,Urban__LOW,221,1.62459860689,59.394148421,-9.02060155224
Urban,LOW,Urban__LOW,222,1.97034857084,30.5975874663,-2.95227986647
Urban,LOW,Urban__LOW,223,3.85737645323,90.3255346948,-15.9739535424
Urban,LOW,Urban__LOW,224,2.59049461333,104.371296413,-10.4835346173
Urban,LOW,Urban__LOW,225,0.994065210615,49.6245680916,-1.38313318427
Urban,LOW,Urban__LOW,226,0.914276656735,45.9643140303,-2.19334342222
Urban,LOW,Urban__LOW,227,1.38292227686,49.0937163648,-2.86290504447
Urban,LOW,Urban__LOW,228,2.63384665791,81.9760119502,-8.78695252797
Urban,LOW,Urban__LOW,229,1.44692939953,51.3022439035,-6.59665691108
Urban,LOW,Urban__LOW,230,1.36779857455,49.9106793861,-1.16070974861
Urban,LOW,Urban__LOW,231,3.33148735013,105.429505653,-14.9442251812
Urban,LOW,Urban__LOW,232,1.49644941126,47.5889315774,-7.66902589369
Urban,LOW,Urban__LOW,233,3.30346404685,139.952280769,-15.0372395099
Urban,LOW,Urban__LOW,234,0.858176050692,49.3727920789,-3.88016512124
Urban,LOW,Urban__LOW,235,2.79020190762,44.7126052147,-12.1130712487
Urban,LOW,Urban__LOW,236,1.38057514034,54.6274746073,-3.34933691062
Urban,LOW,Urban__LOW,237,1.04665090159,49.526236939,-2.37501848362
Urban,LOW,Urban__LOW,238,1.09367014782,46.5811454238,-3.82709650031
Urban,LOW,Urban__LOW,239,1.14597515946,58.4123750664,-4.39184899492
Urban,LOW,Urban__LOW,240,1.08647529666,44.7813023321,-4.90850415824
Urban,LOW,Urban__LOW,241,1.48957770432,48.8824979655,-3.9114082478
Urban,LOW,Urban__LOW,242,2.00274304496,46.6699654451,-1.77821882702
Urban,LOW,Urban__LOW,243,1.3472522489,44.5764322889,-5.76928831886
Urban,LOW,Urban__LOW,244,1.65403960649,44.5112841719,-2.23558775289
Urban,LOW,Urban__LOW,245,3.43791443587,89.7356117241,-16.6071202439
Urban,LOW,Urban__LOW,246,1.22150705251,44.1911257463,-3.57934542082
Urban,LOW,Urban__LOW,247,1.49792809031,45.6041002208,-2.55674496375
Urban,LOW,Urban__LOW,248,3.12660289515,87.3509188456,-15.9533962042
Urban,LOW,Urban__LOW,249,2.82721905821,103.139920075,-9.38694063913
Urban,LOW,Urban__LOW,250,2.88292731165,61.3855072809,-11.2254153866
Urban,LOW,Urban__LOW,251,1.84465258475,51.024950283,-14.9070268565
Urban,LOW,Urban__LOW,252,1.1626192962,46.625563305,-4.96431073047
Urban,LOW,Urban__LOW,253,3.27778362639,36.9082078361,-14.792136286
Urban,LOW,Urban__LOW,254,1.2009369926,38.0854734318,-0.04530147916
Urban,LOW,Urban__LOW,255,1.12409685622,43.6992768279,-3.00790728195
Urban,LOW,Urban__LOW,256,0.993281913264,26.9254721404,-1.41946716569
Urban,LOW,Urban__LOW,257,2.08515136672,49.104307296,-13.5456874099
Urban,LOW,Urban__LOW,258,2.38555953306,52.1404432248,-13.0595945324
Urban,LOW,Urban__LOW,259,2.49701668487,39.3443778913,-0.949012157695
Urban,LOW,Urban__LOW,260,4.79252152294,76.2396561958,-16.9978850266
Urban,LOW,Urban__LOW,261,1.88036633913,41.5150330483,-3.30692318535
Urban,LOW,Urban__LOW,262,1.21868444591,46.1740276163,-3.30873809565
Urban,LOW,Urban__LOW,263,1.70009339355,43.7375990916,-3.87004269686
Urban,LOW,Urban__LOW,264,0.924489178996,57.2338391046,-6.27750255728
Urban,LOW,Urban__LOW,265,2.27714873195,36.5113095184,-2.94527336864
Urban,LOW,Urban__LOW,266,1.63494277689,45.156590532,-2.98903855891
Urban,LOW,Urban__LOW,267,4.44205208686,107.943824789,-18.0429899843
Urban,LOW,Urban__LOW,268,2.04814184882,94.2490771198,-14.1958289592
Urban,LOW,Urban__LOW,269,1.43611755189,51.0920527671,-3.95812397798
Urban,LOW,Urban__LOW,270,1.47564916349,30.5574850831,-1.98408347394
Urban,LOW,Urban__LOW,271,1.1047305832,54.7697680639,-4.65356139375
Urban,LOW,Urban__LOW,272,3.64937736258,66.2466041606,-13.7662589477
Urban,LOW,Urban__LOW,273,2.45710805729,58.0490428777,-13.9395837006
Urban,LOW,Urban__LOW,274,1.57938292701,43.4439672658,-0.16778080087
Urban,LOW,Urban__LOW,275,1.68342342535,53.2019976484,-5.2003157986
Urban,LOW,Urban__LOW,276,1.09336127322,47.9611971425,-4.80549729581
Urban,LOW,Urban__LOW,277,1.39067483612,24.8463911466,-14.376258367
Urban,LOW,Urban__LOW,278,2.34043520081,79.7250799003,-16.4004524603
Urban,LOW,Urban__LOW,279,0.969472680536,67.8506459642,0.281602388988
Urban,LOW,Urban__LOW,280,1.4178469839,44.2651406645,-0.151531034388
Urban,LOW,Urban__LOW,281,1.30764456416,48.3897626944,-3.51403879318
Urban,LOW,Urban__LOW,282,1.21375935254,42.5190602211,-3.25008539042
Urban,LOW,Urban__LOW,283,2.82736643787,99.7394849454,-14.8675871352
Urban,LOW,Urban__LOW,284,1.65057461088,17.0986577249,-13.6647556888
Urban,LOW,Urban__LOW,285,2.93146665182,77.7256385137,-14.3255654688
Urban,LOW,Urban__LOW,286,2.59528452593,59.3703513776,-13.4957604244
Urban,LOW,Urban__LOW,287,2.60703141456,60.8659436182,-16.7985052707
Urban,LOW,Urban__LOW,288,1.82085071311,38.2334087538,-2.54129094891
Urban,LOW,Urban__LOW,289,2.16405770294,36.617933019,-20.0299290927
Urban,LOW,Urban__LOW,290,1.39859110369,49.6831073641,-4.84425690352
Urban,LOW,Urban__LOW,291,1.93395353117,39.9021864337,0.433203513885
Urban,LOW,Urban__LOW,292,2.19755502711,45.0536001529,-4.4445915999
Urban,LOW,Urban__LOW,293,2.24449518168,7.63180624617,-3.16247148632
Urban,LOW,Urban__LOW,294,1.67827435215,40.51101599,-4.84428691448
Urban,LOW,Urban__LOW,295,2.46675370345,60.5369848737,-12.441273543
Urban,LOW,Urban__LOW,296,1.95487578597,46.2293740281,-4.71960097201
Urban,LOW,Urban__LOW,297,1.21920796822,52.9809739565,-13.9333190026
Urban,LOW,Urban__LOW,298,0.979393530273,53.1780050919,-4.80825034995
Urban,LOW,Urban__LOW,299,2.68373536159,85.6723647027,-12.487355569
Urban,LOW,Urban__LOW,300,1.41202461899,28.552812243,-12.5280074682
Urban,LOW,Urban__LOW,301,1.91590862819,53.9742215135,-15.7364966406
Urban,LOW,Urban__LOW,302,2.35165323984,42.7576938175,-3.20590302849
Urban,LOW,Urban__LOW,303,1.9765521847,40.135135744,-2.58451852247
Urban,LOW,Urban__LOW,304,2.07313378679,22.4848564665,-11.4755124372
Urban,LOW,Urban__LOW,305,1.52275916231,41.3543346896,-2.462891331
Urban,LOW,Urban__LOW,306,1.13788224044,42.8153077796,-0.432605815471
Urban,LOW,Urban__LOW,307,2.24205389436,34.0890021565,-15.6579736193
Urban,LOW,Urban__LOW,308,0.941397615994,14.487817752,-2.5281652775
Urban,LOW,Urban__LOW,309,1.36671995935,55.2749130624,-4.79905610553
Urban,LOW,Urban__LOW,310,1.94968065514,66.9979738844,-8.78286613745
Urban,LOW,Urban__LOW,311,1.81647391195,47.9668525208,-4.50843675663
Urban,LOW,Urban__LOW,312,1.30419579599,44.3914107636,-4.40249210178
Urban,LOW,Urban__LOW,313,1.65627778114,51.208338889,-11.2307006687
Urban,LOW,Urban__LOW,314,1.37355045231,41.6562437899,-3.94873210165
Urban,LOW,Urban__LOW,315,2.45903957273,4.48501718847,-2.66664757481
Urban,LOW,Urban__LOW,316,2.04667684122,58.3125652774,-15.1700679351
Urban,LOW,Urban__LOW,317,1.27861015079,47.8327600859,-2.62796952744
Urban,LOW,Urban__LOW,318,1.79337827487,44.8568423711,-11.0860307277
Urban,LOW,Urban__LOW,319,2.82773316346,47.4344404128,-15.458469579
Urban,LOW,Urban__LOW,320,1.86566426204,46.158296637,-4.68864889279
Urban,LOW,Urban__LOW,321,1.19482125752,50.7939183219,-4.47324333388
Urban,LOW,Urban__LOW,322,3.18700737077,44.4636057493,-10.5322884432
Urban,LOW,Urban__LOW,323,1.93580592006,42.5104076144,-2.57674729945
Urban,LOW,Urban__LOW,324,1.84955969135,43.1226335072,-3.62790741284
Urban,LOW,Urban__LOW,325,1.45281915767,46.8190083976,-4.11122926646
Urban,LOW,Urban__LOW,326,1.02187155865,48.8372055037,-3.93801754542
Urban,LOW,Urban__LOW,327,1.20601309996,64.54518978,-5.30319658714
Urban,LOW,Urban__LOW,328,2.27763140909,35.3678388644,-13.2303181808
Urban,LOW,Urban__LOW,329,1.93191590503,105.160818515,-13.0831889351
Urban,LOW,Urban__LOW,330,1.53670526948,102.568383343,-2.09811026986
Urban,LOW,Urban__LOW,331,3.48707894552,110.529681097,-14.1628535611
Urban,LOW,Urban__LOW,332,2.00663672934,46.8705776737,-12.1223784511
Urban,LOW,Urban__LOW,333,1.33061785929,40.1130583928,-1.55023090686
Urban,LOW,Urban__LOW,334,3.47422515643,91.7463101686,-13.9263529756
Urban,LOW,Urban__LOW,335,1.6072779809,41.6369844836,-1.08907815305
Urban,LOW,Urban__LOW,336,1.17836327912,54.9753235343,-6.4107269907
Urban,LOW,Urban__LOW,337,2.50041858928,49.0374255678,-10.1816187146
Urban,LOW,Urban__LOW,338,1.16499302971,27.4309425281,-11.5347368651
Urban,LOW,Urban__LOW,339,1.66121593752,40.9479890518,-11.1341912459
Urban,LOW,Urban__LOW,340,2.68162679713,229.063650626,-11.2883079111
Urban,LOW,Urban__LOW,341,2.40269598047,53.6122937153,-14.1652648903
Urban,LOW,Urban__LOW,342,2.77967845953,163.139051929,-13.4323133993
Urban,LOW,Urban__LOW,343,1.21058526002,46.3495631119,-2.89158132479
Urban,LOW,Urban__LOW,344,0.906299789261,50.7255847099,-3.01303504351
Urban,LOW,Urban__LOW,345,1.66206407804,38.7439386392,0.0206818421183
Urban,LOW,Urban__LOW,346,2.84080503052,83.5914032263,-13.546708624
Urban,LOW,Urban__LOW,347,1.26899768406,16.8993639253,-2.45462524248
Urban,LOW,Urban__LOW,348,1.22765938078,46.9000101207,-3.56300323796
