label_id,event_id,run_id,label_scope,label_value,label_source,label_rule_version,review_status,label_notes,modeling_eligibility,schema_version
F1023_V70_D0117_P4__G25__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_347__confirmed_multipath,F1023_V70_D0117_P4__G25__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_347,F1023_V70_D0117_P4__G25__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G25__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_350__confirmed_multipath,F1023_V70_D0117_P4__G25__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_350,F1023_V70_D0117_P4__G25__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_557__rejected_candidate,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_557,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_558__rejected_candidate,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_558,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_18__rejected_candidate,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_18,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_58__rejected_candidate,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_58,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_409__rejected_candidate,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_409,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_556__rejected_candidate,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_556,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_559__rejected_candidate,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_559,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_307__rejected_candidate,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_307,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_308__rejected_candidate,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_308,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_309__rejected_candidate,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_309,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_347__rejected_candidate,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_347,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_348__confirmed_multipath,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_348,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_349__rejected_candidate,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_349,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_464__rejected_candidate,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_464,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_465__rejected_candidate,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_465,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G31__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_436__rejected_candidate,F1023_V70_D0117_P4__G31__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_436,F1023_V70_D0117_P4__G31__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_57__rejected_candidate,F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_57,F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_58__rejected_candidate,F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_58,F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_275__rejected_candidate,F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_275,F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_357__confirmed_multipath,F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_357,F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_76__confirmed_multipath,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_76,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_77__rejected_candidate,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_77,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_78__confirmed_multipath,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_78,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_2581__rejected_candidate,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_2581,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_2582__rejected_candidate,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_2582,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_2583__rejected_candidate,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_2583,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_597__rejected_candidate,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_597,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_598__rejected_candidate,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_598,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_429__rejected_candidate,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_429,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_430__rejected_candidate,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_430,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431__rejected_candidate,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1216__rejected_candidate,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1216,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1217__rejected_candidate,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1217,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1218__confirmed_multipath,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1218,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1646__rejected_candidate,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1646,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2098__rejected_candidate,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2098,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2100__rejected_candidate,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2100,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2593__confirmed_multipath,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2593,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2594__confirmed_multipath,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2594,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_540__rejected_candidate,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_540,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_783__rejected_candidate,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_783,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_784__confirmed_multipath,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_784,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,confirmed_multipath,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_785__rejected_candidate,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_785,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,event,rejected_candidate,stage4_rule,stage4-strict-confirmed-v1,algorithm_only,"strict Stage4 rule; zero multipath is rejected_candidate, not physical LOS",eligible_pending_modeling_qa,sage-event-path-db-v1
